timestamp,coin,action,side,quantity,price,profit_target,stop_loss,leverage,confidence,pnl,balance_after,reason
2025-10-31T22:33:02.709462,MSTR,ENTRY,short,384.2228212039534,269.435,262.0,275.0,2.5,0.64,0,226475.84121968926,"Price below 4-hour EMA20/50 death cross; intraday momentum fading (MACD declining), RSI(7) neutral. Short setup with defined risk. | Fees: $28.47"
2025-10-31T22:33:03.034317,SQQQ,CLOSE,short,5497.142857142835,12.965,0,0,2.0,0,208.10464999999874,262442.8601554034,Approaching profit target of $12.75; current price at $12.96. MACD flattening and RSI(7) rising—take small profit to reduce risk. | Gross: $247.37 | Fees: $39.27
2025-10-31T22:37:05.350994,TSLA,ENTRY,short,214.63414634146355,454.62,445.0,462.0,2.5,0.68,0,223385.23624320823,"RSI(7) dropped sharply from extreme overbought (>85) to 72.7, signaling exhaustion. Price above VWAP but momentum fading per MACD dip. Bearish reversal setup. | Fees: $26.83"
2025-10-31T22:37:05.916010,MSTR,CLOSE,short,384.2228212039534,271.17,0,0,2.5,0,-723.7476088095293,264070.71896683355,Price broke above intraday resistance and RSI(7) rising to 70.7. Short thesis invalidated as momentum turns positive against 4-hour downtrend. | Gross: $-666.63 | Fees: $57.12
2025-10-31T22:37:06.323590,SQQQ,ENTRY,long,4000.0000000000105,12.94,13.25,12.75,2.0,0.62,0,238176.4849668335,Ultra ETF showing reversal from oversold RSI(7)=39.7. Price stabilizing near VWAP with MACD flattening. Hedge against broad market dip. | Fees: $14.23
2025-10-31T22:37:07.198344,SOXS,ENTRY,long,11799.999999999989,3.21,3.35,3.15,2.0,0.66,0,219227.0685168335,RSI(7) at 30.6 (oversold) with price near VWAP support. Inverse ETF showing potential bounce as SOXL overextended. Low-cost mean-reversion play. | Fees: $10.42
2025-10-31T22:41:13.366073,TSLA,CLOSE,short,214.63414634146355,454.3,0,0,2.5,0,15.034478048779029,258272.89323878475,RSI(7) remains elevated above 70 and price holds near VWAP with strong intraday momentum; short thesis weakening. | Gross: $68.68 | Fees: $53.65
2025-10-31T22:41:13.930711,MSTR,ENTRY,long,458.7711487088149,272.615,278.0,267.0,2.5,0.69,0,208211.34088508936,Price broke above intraday EMA20 with rising MACD and volume; 4-hour trend reversing after deep oversold RSI. | Fees: $34.39
2025-10-31T22:41:14.206916,SQQQ,CLOSE,long,4000.0000000000105,12.93,0,0,2.0,0,-68.45699999999933,234022.88388508942,Price failed to hold support and broke below EMA20; RSI(7) oversold but no reversal confirmation; weak momentum. | Gross: $-40.00 | Fees: $28.46
2025-10-31T22:41:14.483037,TQQQ,ENTRY,long,1931.6793893129739,118.81,121.2,117.5,2.5,0.71,0,142158.63930961248,Price above EMA20 with rising MACD and RSI(7) breaking into bullish territory; strong relative strength vs QQQ. | Fees: $63.11
2025-10-31T22:41:15.055857,SOXS,CLOSE,long,11799.999999999989,3.2,0,0,2.0,0,-138.80044999999734,160958.83885961247,"Price broke below EMA20 with declining MACD; RSI(7) oversold but semiconductor sector showing strength (SOXL up), making short-side leveraged ETF weak. | Gross: $-118.00 | Fees: $20.80"
2025-10-31T22:45:20.207075,TSLA,ENTRY,long,432.6747720364752,454.58,463.0,448.0,3.0,0.72,0,95342.98444525062,"Strong intraday uptrend (price > EMA20, positive MACD), 4H EMA20 > EMA50 confirms bullish context; RSI(7) cooled from overbought. | Fees: $54.09"
2025-10-31T22:45:20.763596,MSTR,CLOSE,long,458.7711487088149,272.7,0,0,2.5,0,-29.802519323250664,145340.3406080288,"Price below entry, weak 4H trend (EMA20 < EMA50), and MACD still negative on 4H; thesis invalidated by bearish higher timeframe. | Gross: $39.00 | Fees: $68.80"
2025-10-31T22:45:21.041588,SQQQ,ENTRY,long,12899.999999999969,12.9,13.25,12.75,2.5,0.68,0,78730.57785802898,"RSI(7) oversold at 29.87, price at 4H support near VWAP; potential bounce as QQQ likely stabilizes (TQQQ still strong). | Fees: $45.76"
2025-10-31T22:45:21.881885,SOXS,ENTRY,long,12499.999999999989,3.18,3.35,3.1,2.5,0.7,0,62819.64660802899,"RSI(7) deeply oversold at 18.0, price near 4H support; inverse SOXL suggests potential tech sector bounce. | Fees: $10.93"
2025-10-31T22:49:25.966612,MSTR,ENTRY,short,340.5154639175242,272.65,265.0,277.5,2.5,0.69,0,25657.4986893436,"RSI7 extremely overbought (78.6), 4H trend bearish (EMA20 < EMA50), strong intraday momentum fading. | Fees: $25.53"
2025-10-31T22:49:26.229835,SQQQ,CLOSE,long,12899.999999999969,12.9,0,0,2.5,0,-91.52549999999978,92129.97318934344,"Long SQQQ contradicts strong Nasdaq momentum (TQQQ up, SOXL up). RSI oversold but trend opposes position. | Gross: $0.00 | Fees: $91.53"
2025-10-31T22:49:26.778629,SOXL,ENTRY,long,2233.977272727266,49.88,50.8,49.0,2.5,0.73,0,47527.01517763902,"Strong momentum, RSI7 pulled back from extreme, price above EMA20 and VWAP. Semiconductor sector strength. | Fees: $30.64"
2025-10-31T22:49:27.038660,SOXS,CLOSE,long,12499.999999999989,3.18,0,0,2.5,0,-21.862499999999986,63405.15267763901,Long SOXS opposes strong semiconductor uptrend (SOXL rising). RSI7 deeply oversold but sector momentum favors long SOXL. | Gross: $0.00 | Fees: $21.86
2025-10-31T22:56:57.282087,BYND,CLOSE,short,47610.00000000017,1.585,0,0,2.5,0,-279.48855374999596,93215.18412388912,"RSI(7) rebounded sharply to 50.96 from oversold levels; price broke VWAP resistance at $1.58, invalidating short thesis. | Gross: $-238.05 | Fees: $41.44"
2025-10-31T22:56:57.561069,TSLA,CLOSE,long,432.6747720364752,456.26,0,0,3.0,0,618.5168074468129,159395.4668887829,RSI(7) at 78.44 indicates overbought; price stalled below VWAP and recent highs despite strong momentum—risk of reversal increases. | Gross: $726.89 | Fees: $108.38
2025-10-31T22:56:58.109017,MSTR,CLOSE,short,340.5154639175242,273.47,0,0,2.5,0,-330.3623143299124,196201.72106929816,Intraday uptrend strengthened with price above EMA20 and rising VWAP; short position increasingly risky despite bearish 4-hour trend. | Gross: $-279.22 | Fees: $51.14
2025-10-31T22:56:58.969808,SOXL,CLOSE,long,2233.977272727266,49.66,0,0,2.5,0,-552.6267768750117,240221.40883787756,"Price failed to hold above entry level of $49.88 and broke below VWAP; RSI(7) dropped from 84 to 60, showing momentum loss. | Gross: $-491.48 | Fees: $61.15"
2025-10-31T23:01:26.178157,MSTR,ENTRY,short,1228.0534351145018,273.57,267.5,277.5,3.0,0.72,0,128142.82748076897,4H trend bearish (EMA20<EMA50) despite intraday bounce. RSI(14) rising from oversold but MACD still deeply negative. Short into resistance at $274. | Fees: $92.39
2025-10-31T23:09:32.015918,BYND,ENTRY,short,12500.000000000044,1.59,1.52,1.64,2.5,0.68,0,120187.36185576895,Price below declining EMA20 on 4H; RSI neutral; VWAP rejection; bearish longer-term structure with high volume. | Fees: $5.47
2025-10-31T23:09:33.067336,SQQQ,ENTRY,long,4843.749999999995,12.91,13.15,12.75,2.0,0.62,0,88903.75908233148,RSI rising from oversold; MACD stabilizing; inverse ETF may benefit from market consolidation or pullback in tech. | Fees: $17.20
2025-10-31T23:09:33.909597,SOXS,ENTRY,long,10763.777777777796,3.21,3.32,3.12,2.0,0.64,0,71618.3940241648,RSI(7) rising from extreme oversold; price stabilizing near support; inverse semiconductor ETF may rebound on sector pullback. | Fees: $9.50
2025-10-31T23:13:37.251248,BYND,CLOSE,short,12500.000000000044,1.605,0,0,2.5,0,-198.48281249999948,79369.91121166482,Price breached VWAP and is testing resistance; short thesis weakening as intraday momentum turns positive. | Gross: $-187.50 | Fees: $10.98
2025-10-31T23:13:37.531528,TSLA,ENTRY,long,415.8857979502206,456.83,465.0,450.0,3.0,0.73,0,15987.961180802056,"Strong uptrend confirmed by EMA alignment, MACD positive, and volume above average; pullback offers entry. | Fees: $52.25"
2025-10-31T23:13:38.104658,MSTR,CLOSE,short,1228.0534351145018,274.26,0,0,3.0,0,-1032.3671114026672,126941.7868174908,Intraday RSI rebounding and price above VWAP; short squeeze risk increases as market stabilizes. | Gross: $-847.36 | Fees: $185.01
2025-10-31T23:21:45.153640,BYND,ENTRY,short,29812.80000000011,1.62,1.55,1.67,2.5,0.68,0,107609.81081509074,"Downtrend confirmed on 4H (EMA20 < EMA50, falling MACD/RSI). Intraday price rejected at VWAP with bearish MACD crossover. | Fees: $13.28"
2025-10-31T23:21:45.965840,MSTR,ENTRY,short,171.5094339622644,274.05,265.0,282.0,3.0,0.72,0,91929.4984285341,"Strong bearish divergence: 4H shows downtrend (EMA20 < EMA50, negative MACD) while price rallies intraday on low relative volume. | Fees: $12.93"
2025-10-31T23:21:46.232690,SQQQ,CLOSE,long,4843.749999999995,12.89,0,0,2.0,0,-131.2414062499978,123064.66327228407,"Position underwater; RSI(7) oversold but 4H trend remains bearish (EMA20 < EMA50). Invalidation condition not triggered, but low reward/risk given proximity to stop. | Gross: $-96.87 | Fees: $34.37"
2025-10-31T23:21:47.049701,SOXS,CLOSE,long,10763.777777777796,3.21,0,0,2.0,0,-19.003449666666697,140321.52315595077,Flat PnL with weakening momentum (RSI7 dropping from 59 to 56). 4H trend remains bearish but intraday setup lacks conviction. Close to redeploy capital. | Gross: $0.00 | Fees: $19.00
2025-10-31T23:26:36.348975,TSLA,CLOSE,long,415.8857979502206,456.625,0,0,3.0,0,-189.72715301060876,203461.49902880657,"Price at 455.89, approaching stop_loss=450.0. RSI(7)=46 shows weakening momentum; 4-hour MACD rising but intraday trend broken. | Gross: $-85.26 | Fees: $104.47"
2025-10-31T23:26:36.916686,MSTR,CLOSE,short,171.5094339622644,274.32,0,0,3.0,0,-72.17146995282718,219056.7143513066,Short position losing; price rising with RSI(7)=64.2 and 4-hour MACD still negative but intraday momentum bullish. Stop not hit but thesis weakening. | Gross: $-46.31 | Fees: $25.86
2025-10-31T23:30:46.275086,TSLA,ENTRY,long,438.0069524913096,456.315,465.0,452.0,2.0,0.62,0,119067.17907407596,"Price above EMA20, MACD positive at 1.43, intraday pullback to support near $456. Strong volume and 4h uptrend support long with 2:1 R:R. | Fees: $54.96"
2025-10-31T23:30:46.845775,MSTR,ENTRY,short,455.1122194513726,273.99,265.0,278.0,2.0,0.64,0,56684.789116158114,"4h trend bearish (EMA20=278.4 < EMA50=289.3), intraday price rejected at $274.6. MACD declining from peak; short with tight stop above recent high. | Fees: $34.29"
2025-10-31T23:34:56.256599,PLTR,CLOSE,long,1305.2396166134204,201.115,0,0,3.0,0,-816.760053138961,143593.18369560712,RSI(7) at 24.21 indicates oversold but MACD declining and price below EMA20. Thesis invalidated by continued weakness and failure to hold support. | Gross: $-672.20 | Fees: $144.56
2025-11-01T06:07:01.192217,NVDA,CLOSE,long,1196.981132075469,202.49,0,0,3.0,0,-3318.152593207536,222128.59085082708,Stop loss hit | Gross: $-3183.97 | Fees: $134.18
2025-11-01T06:07:01.481939,TQQQ,CLOSE,long,1931.6793893129739,116.64,0,0,2.5,0,-4316.818100667934,309612.9040478689,Stop loss hit | Gross: $-4191.74 | Fees: $125.07
2025-11-01T06:07:58.638565,NVDA,ENTRY,long,490.80321285140377,202.49,207.5,200.0,3.0,0.72,0,276457.99293690186,"NVDA is deeply oversold (RSI7=17.9), price near 4-hour VWAP support, MACD stabilizing after sharp drop. High reward-to-risk setup with 2.5:1 ratio. | Fees: $27.33"
2025-11-01T06:07:58.928487,BYND,CLOSE,short,29812.80000000011,1.65,0,0,2.5,0,-921.1931603999975,294855.49417650193,Current price ($1.65) is above stop loss ($1.67) threshold. Short thesis invalidated as price failed to break down and is now testing resistance. | Gross: $-894.38 | Fees: $26.81
2025-11-01T06:07:59.493966,PLTR,ENTRY,long,493.9393939393951,200.475,204.5,198.0,2.5,0.65,0,255219.26298900184,"PLTR shows bullish 4-hour trend (EMA20>EMA50), intraday RSI7 oversold (30.3), and price near VWAP support. Good risk-reward setup. | Fees: $27.23"
2025-11-01T06:08:00.466624,TQQQ,ENTRY,long,829.2682926829266,116.64,119.5,115.0,2.5,0.68,0,216502.32191583113,TQQQ oversold (RSI7=29.0) with bullish 4-hour trend (EMA20>EMA50). Intraday MACD stabilizing near support. Strong risk-reward potential. | Fees: $26.60
